date,base,market_cap,symbol
2023-04-21,POWR,87671663.19037575,POWR
2023-04-22,POWR,85587550.75320357,POWR
2023-04-23,POWR,83503438.31603141,POWR
2023-04-24,POWR,81511953.09828912,POWR
2023-04-25,POWR,82345598.073158,POWR
2023-04-26,POWR,81697207.53714888,POWR
2023-04-27,POWR,82391911.68287292,POWR
2023-04-28,POWR,82252970.85372812,POWR
2023-04-29,POWR,83086615.82859698,POWR
2023-04-30,POWR,81511953.09828912,POWR
2023-05-01,POWR,78501568.46681823,POWR
2023-05-02,POWR,79752035.92912151,POWR
2023-05-03,POWR,79474154.2708319,POWR
2023-05-04,POWR,80817248.95256506,POWR
2023-05-05,POWR,82206657.24401318,POWR
2023-05-06,POWR,79474154.2708319,POWR
2023-05-07,POWR,78779450.12510784,POWR
2023-05-08,POWR,74611225.2507635,POWR
2023-05-09,POWR,74889106.90905313,POWR
2023-05-10,POWR,76278515.20050125,POWR
2023-05-11,POWR,74194402.76332907,POWR
2023-05-12,POWR,73499698.61760503,POWR
2023-05-13,POWR,73638639.44674984,POWR
2023-05-14,POWR,74287029.98275894,POWR
2023-05-15,POWR,74287029.98275894,POWR
2023-05-16,POWR,75305929.39648756,POWR
2023-05-17,POWR,76139574.37135643,POWR
2023-05-18,POWR,75352243.0062025,POWR
2023-05-19,POWR,76417456.02964605,POWR
2023-05-20,POWR,76185887.98107137,POWR
2023-05-21,POWR,73684953.05646476,POWR
2023-05-22,POWR,73221816.95931539,POWR
2023-05-23,POWR,73823893.88560957,POWR
2023-05-24,POWR,70211432.3278445,POWR
2023-05-25,POWR,70443000.37641919,POWR
2023-05-26,POWR,70443000.37641919,POWR
2023-05-27,POWR,70720882.0347088,POWR
2023-05-28,POWR,72804994.47188097,POWR
2023-05-29,POWR,71925035.88729715,POWR
2023-05-30,POWR,71184018.13185817,POWR
2023-05-31,POWR,70072491.49869968,POWR
2023-06-01,POWR,69887237.05983993,POWR
2023-06-02,POWR,71091390.91242829,POWR
2023-06-03,POWR,71461899.7901478,POWR
2023-06-04,POWR,71461899.7901478,POWR
2023-06-05,POWR,66506343.55064954,POWR
2023-06-06,POWR,68312574.32953207,POWR
2023-06-07,POWR,65857953.01464041,POWR
2023-06-08,POWR,65996893.84378522,POWR
2023-06-09,POWR,66274775.50207485,POWR
2023-06-10,POWR,58216207.41167581,POWR
2023-06-11,POWR,59512988.48369405,POWR
2023-06-12,POWR,59142479.60597456,POWR
2023-06-13,POWR,59096165.99625961,POWR
2023-06-14,POWR,56456290.2425082,POWR
2023-06-15,POWR,56919426.339657575,POWR
2023-06-16,POWR,57660444.095096566,POWR
2023-06-17,POWR,58910911.55739987,POWR
2023-06-18,POWR,57614130.485381626,POWR
2023-06-19,POWR,58633029.89911024,POWR
2023-06-20,POWR,59837183.75169861,POWR
2023-06-21,POWR,62940195.60259938,POWR
2023-06-22,POWR,64561171.94262218,POWR
2023-06-23,POWR,67478929.35466321,POWR
2023-06-24,POWR,70443000.37641919,POWR
2023-06-25,POWR,68219947.11010219,POWR
2023-06-26,POWR,66876852.42836903,POWR
2023-06-27,POWR,67617870.18380801,POWR
2023-06-28,POWR,63449645.309463695,POWR
2023-06-29,POWR,65024308.03977155,POWR
2023-06-30,POWR,66737911.59922423,POWR
2023-07-01,POWR,69053592.08497107,POWR
2023-07-02,POWR,68034692.67124246,POWR
2023-07-03,POWR,69424100.96269056,POWR
2023-07-04,POWR,70581941.20556399,POWR
2023-07-05,POWR,69470414.5724055,POWR
2023-07-06,POWR,67154734.08665864,POWR
2023-07-07,POWR,67201047.6963736,POWR
2023-07-08,POWR,65441130.52720599,POWR
2023-07-09,POWR,65950580.234070286,POWR
2023-07-10,POWR,66691597.98950928,POWR
2023-07-11,POWR,74564911.64104858,POWR
2023-07-12,POWR,75722751.883922,POWR
2023-07-13,POWR,89246325.92068361,POWR
2023-07-14,POWR,81604580.317719,POWR
2023-07-15,POWR,76185887.98107137,POWR
2023-07-16,POWR,73731266.66617972,POWR
2023-07-17,POWR,73175503.34960046,POWR
2023-07-18,POWR,72156603.93587184,POWR
2023-07-19,POWR,72527112.81359135,POWR
2023-07-20,POWR,71925035.88729715,POWR
2023-07-21,POWR,71693467.83872248,POWR
2023-07-22,POWR,72758680.86216602,POWR
2023-07-23,POWR,74194402.76332907,POWR
2023-07-24,POWR,70859822.8638536,POWR
2023-07-25,POWR,70304059.54727437,POWR
2023-07-26,POWR,70628254.81527893,POWR
2023-07-27,POWR,69887237.05983993,POWR
2023-07-28,POWR,71461899.7901478,POWR
2023-07-29,POWR,73823893.88560957,POWR
2023-07-30,POWR,73036562.52045566,POWR
2023-07-31,POWR,78594195.6862481,POWR
2023-08-01,POWR,77806864.32109417,POWR
2023-08-02,POWR,74055461.93418425,POWR
2023-08-03,POWR,73823893.88560957,POWR
2023-08-04,POWR,72434485.59416148,POWR
2023-08-05,POWR,74981734.128483,POWR
2023-08-06,POWR,72990248.9107407,POWR
2023-08-07,POWR,71878722.27758223,POWR
2023-08-08,POWR,73546012.22731996,POWR
2023-08-09,POWR,72804994.47188097,POWR
2023-08-10,POWR,72897621.69131085,POWR
2023-08-11,POWR,72897621.69131085,POWR
2023-08-12,POWR,73314444.17874527,POWR
2023-08-13,POWR,73962834.7147544,POWR
2023-08-14,POWR,75166988.56734276,POWR
2023-08-15,POWR,71508213.39986274,POWR
2023-08-16,POWR,65719012.18549561,POWR
2023-08-17,POWR,59790870.14198367,POWR
2023-08-18,POWR,61087651.2140019,POWR
2023-08-19,POWR,62986509.21231433,POWR
2023-08-20,POWR,70165118.71812956,POWR
2023-08-21,POWR,75954319.93249668,POWR
2023-08-22,POWR,71925035.88729715,POWR
2023-08-23,POWR,71322958.96100298,POWR
2023-08-24,POWR,70998763.69299842,POWR
2023-08-25,POWR,67710497.4032379,POWR
2023-08-26,POWR,67201047.6963736,POWR
2023-08-27,POWR,65904266.62435536,POWR
2023-08-28,POWR,64653799.16205206,POWR
2023-08-29,POWR,65765325.79521053,POWR
2023-08-30,POWR,64098035.845472805,POWR
2023-08-31,POWR,61504473.70143634,POWR
2023-09-01,POWR,60531887.89742266,POWR
2023-09-02,POWR,62384432.28602014,POWR
2023-09-03,POWR,63310704.48031888,POWR
2023-09-04,POWR,62013923.40830064,POWR
2023-09-05,POWR,61967609.798585705,POWR
2023-09-06,POWR,62384432.28602014,POWR
2023-09-07,POWR,62708627.5540247,POWR
2023-09-08,POWR,62569686.72487989,POWR
2023-09-09,POWR,62986509.21231433,POWR
2023-09-10,POWR,61411846.48200646,POWR
2023-09-11,POWR,58401461.85053556,POWR
2023-09-12,POWR,59605615.70312393,POWR
2023-09-13,POWR,61411846.48200646,POWR
2023-09-14,POWR,65070621.6494865,POWR
2023-09-15,POWR,65719012.18549561,POWR
2023-09-16,POWR,66274775.50207485,POWR
2023-09-17,POWR,64098035.845472805,POWR
2023-09-18,POWR,65348503.30777611,POWR
2023-09-19,POWR,65950580.234070286,POWR
2023-09-20,POWR,69285160.13354576,POWR
2023-09-21,POWR,66598970.77007941,POWR
2023-09-22,POWR,71045077.30271336,POWR
2023-09-23,POWR,73268130.56903034,POWR
2023-09-24,POWR,67942065.45181258,POWR
2023-09-25,POWR,68683083.20725156,POWR
2023-09-26,POWR,68405201.54896195,POWR
2023-09-27,POWR,70304059.54727437,POWR
2023-09-28,POWR,73407071.39817515,POWR
2023-09-29,POWR,71461899.7901478,POWR
2023-09-30,POWR,72851308.0815959,POWR
2023-10-01,POWR,74194402.76332907,POWR
2023-10-02,POWR,71369272.57071792,POWR
2023-10-03,POWR,69655669.01126525,POWR
2023-10-04,POWR,69979864.27926981,POWR
2023-10-05,POWR,68822024.03639638,POWR
2023-10-06,POWR,70767195.64442374,POWR
2023-10-07,POWR,72527112.81359135,POWR
2023-10-08,POWR,72388171.98444653,POWR
2023-10-09,POWR,72527112.81359135,POWR
2023-10-10,POWR,71925035.88729715,POWR
2023-10-11,POWR,70026177.88898474,POWR
2023-10-12,POWR,71137704.52214323,POWR
2023-10-13,POWR,75305929.39648756,POWR
2023-10-14,POWR,75769065.49363694,POWR
2023-10-15,POWR,81743521.1468638,POWR
2023-10-16,POWR,83364497.4868866,POWR
2023-10-17,POWR,81187757.83028457,POWR
2023-10-18,POWR,75722751.883922,POWR
2023-10-19,POWR,80817248.95256506,POWR
2023-10-20,POWR,94526077.42818642,POWR
2023-10-21,POWR,100454219.47169836,POWR
2023-10-22,POWR,103927740.20031862,POWR
2023-10-23,POWR,111198976.92556374,POWR
2023-10-24,POWR,153066480.1078668,POWR
2023-10-25,POWR,165987977.2183342,POWR
2023-10-26,POWR,119813308.33254202,POWR
2023-10-27,POWR,109161178.0981065,POWR
2023-10-28,POWR,112078935.51014754,POWR
2023-10-29,POWR,111291604.14499362,POWR
2023-10-30,POWR,118238645.60223415,POWR
2023-10-31,POWR,108698042.00095712,POWR
2023-11-01,POWR,107123379.27064928,POWR
2023-11-02,POWR,103371976.8837394,POWR
2023-11-03,POWR,102306763.86029585,POWR
2023-11-04,POWR,104112994.63917838,POWR
2023-11-05,POWR,100732101.12998798,POWR
2023-11-06,POWR,102028882.2020062,POWR
2023-11-07,POWR,100685787.52027304,POWR
2023-11-08,POWR,106752870.3929298,POWR
2023-11-09,POWR,104668757.95575763,POWR
2023-11-10,POWR,111754740.24214298,POWR
2023-11-11,POWR,111662113.02271312,POWR
2023-11-12,POWR,109161178.0981065,POWR
2023-11-13,POWR,110365331.95069487,POWR
2023-11-14,POWR,114116734.33760478,POWR
2023-11-15,POWR,118701781.69938353,POWR
2023-11-16,POWR,128103444.47151574,POWR
2023-11-17,POWR,124676237.3526104,POWR
2023-11-18,POWR,132040101.2972854,POWR
2023-11-19,POWR,143294308.45801508,POWR
2023-11-20,POWR,134633663.44132188,POWR
2023-11-21,POWR,118377586.43137898,POWR
2023-11-22,POWR,126297213.6926332,POWR
2023-11-23,POWR,129446539.15324894,POWR
2023-11-24,POWR,130233870.51840284,POWR
2023-11-25,POWR,127686621.98408131,POWR
2023-11-26,POWR,124444669.30403572,POWR
2023-11-27,POWR,122175302.4280038,POWR
2023-11-28,POWR,128612894.17838006,POWR
2023-11-29,POWR,128335012.52009045,POWR
2023-11-30,POWR,122499497.69600835,POWR
2023-12-01,POWR,124861491.79147016,POWR
2023-12-02,POWR,128427639.7395203,POWR
2023-12-03,POWR,129353911.93381904,POWR
2023-12-04,POWR,134633663.44132188,POWR
2023-12-05,POWR,138894515.53509608,POWR
2023-12-06,POWR,142090154.60542673,POWR
2023-12-07,POWR,147369906.11292952,POWR
2023-12-08,POWR,157188391.3724962,POWR
2023-12-09,POWR,166034290.82804915,POWR
2023-12-10,POWR,173398154.77272415,POWR
2023-12-11,POWR,182985071.9837161,POWR
2023-12-12,POWR,188820586.8077981,POWR
2023-12-13,POWR,186458592.7123364,POWR
2023-12-14,POWR,183170326.42257583,POWR
2023-12-15,POWR,164737509.75603092,POWR
2023-12-16,POWR,161634497.90513012,POWR
2023-12-17,POWR,167331071.9000674,POWR
2023-12-18,POWR,173861290.86987352,POWR
2023-12-19,POWR,167099503.8514927,POWR
2023-12-20,POWR,172796077.84642994,POWR
2023-12-21,POWR,173259213.94357932,POWR
2023-12-22,POWR,173861290.86987352,POWR
2023-12-23,POWR,168720480.1915155,POWR
2023-12-24,POWR,177983202.1345029,POWR
2023-12-25,POWR,183679776.12944016,POWR
2023-12-26,POWR,181410409.25340825,POWR
2023-12-27,POWR,186690160.76091105,POWR
2023-12-28,POWR,187940628.2232144,POWR
2023-12-29,POWR,189746859.0020969,POWR
2023-12-30,POWR,181225154.8145485,POWR
2023-12-31,POWR,169878320.43438894,POWR
2024-01-01,POWR,168025776.04579145,POWR
2024-01-02,POWR,167794207.99721676,POWR
2024-01-03,POWR,267877918.59119564,POWR
2024-01-04,POWR,273620806.1958478,POWR
2024-01-05,POWR,340914481.11165124,POWR
2024-01-06,POWR,447065274.5782869,POWR
2024-01-07,POWR,251770307.54663885,POWR
2024-01-08,POWR,232080775.0653356,POWR
2024-01-09,POWR,203594880.02095652,POWR
2024-01-10,POWR,205589404.0904912,POWR
2024-01-11,POWR,205845112.3045341,POWR
2024-01-12,POWR,190656044.39038587,POWR
2024-01-13,POWR,197099891.3842669,POWR
2024-01-14,POWR,188814945.24927697,POWR
2024-01-15,POWR,189070653.46331987,POWR
2024-01-16,POWR,190553761.1047687,POWR
2024-01-17,POWR,187382979.2506368,POWR
2024-01-18,POWR,178228625.18790093,POWR
2024-01-19,POWR,172142769.69367993,POWR
2024-01-20,POWR,174137293.76321456,POWR
2024-01-21,POWR,171119936.83750835,POWR
2024-01-22,POWR,158641375.99221483,POWR
2024-01-23,POWR,157976534.6357033,POWR
2024-01-24,POWR,162783849.05970982,POWR
2024-01-25,POWR,157823109.70727757,POWR
2024-01-26,POWR,162579282.4884755,POWR
2024-01-27,POWR,165289789.55733022,POWR
2024-01-28,POWR,161147316.48983526,POWR
2024-01-29,POWR,164011248.4871157,POWR
2024-01-30,POWR,160482475.13332373,POWR
2024-01-31,POWR,154038628.13944265,POWR
2024-02-01,POWR,159203934.06310922,POWR
2024-02-02,POWR,156800276.85110596,POWR
2024-02-03,POWR,155368310.85246575,POWR
2024-02-04,POWR,151941820.78429085,POWR
2024-02-05,POWR,153476070.06854826,POWR
2024-02-06,POWR,153169220.21169677,POWR
2024-02-07,POWR,153066936.92607963,POWR
2024-02-08,POWR,153322645.14012253,POWR
2024-02-09,POWR,156800276.85110596,POWR
2024-02-10,POWR,157311693.27919176,POWR
2024-02-11,POWR,200168389.9527817,POWR
2024-02-12,POWR,202674330.4504021,POWR
2024-02-13,POWR,186666996.25131664,POWR
2024-02-14,POWR,183803064.25403616,POWR
2024-02-15,POWR,181757398.5416929,POWR
2024-02-16,POWR,178740041.61598673,POWR
2024-02-17,POWR,174699851.83410895,POWR
2024-02-18,POWR,177614925.47419798,POWR
2024-02-19,POWR,180274290.9002441,POWR
2024-02-20,POWR,189582069.89140567,POWR
2024-02-21,POWR,179353741.3296897,POWR
2024-02-22,POWR,176694375.90364355,POWR
2024-02-23,POWR,176080676.18994057,POWR
2024-02-24,POWR,179353741.3296897,POWR
2024-02-25,POWR,183496214.39718467,POWR
2024-02-26,POWR,184519047.25335628,POWR
2024-02-27,POWR,181603973.61326724,POWR
2024-02-28,POWR,177870633.6882409,POWR
2024-02-29,POWR,182115390.04135305,POWR
2024-03-01,POWR,192139152.03183463,POWR
2024-03-02,POWR,203492596.7353394,POWR
2024-03-03,POWR,196281625.0993296,POWR
2024-03-04,POWR,197406741.2411184,POWR
2024-03-05,POWR,178024058.61666664,POWR
2024-03-06,POWR,186462429.6800823,POWR
2024-03-07,POWR,199810398.4531217,POWR
2024-03-08,POWR,195616783.7428181,POWR
2024-03-09,POWR,201753780.8798477,POWR
2024-03-10,POWR,206919086.80351427,POWR
2024-03-11,POWR,234024157.4920616,POWR
2024-03-12,POWR,242564811.8410945,POWR
2024-03-13,POWR,242922803.3407545,POWR
2024-03-14,POWR,231109083.85197252,POWR
2024-03-15,POWR,212953800.6549267,POWR
2024-03-16,POWR,200782089.66648468,POWR
2024-03-17,POWR,205947395.59015125,POWR
2024-03-18,POWR,190349194.5335344,POWR
2024-03-19,POWR,170301670.55257106,POWR
2024-03-20,POWR,192190293.67464328,POWR
2024-03-21,POWR,199196698.73941872,POWR
2024-03-22,POWR,188917228.5348941,POWR
2024-03-23,POWR,189172936.74893704,POWR
2024-03-24,POWR,195872491.95686105,POWR
2024-03-25,POWR,210652426.7285406,POWR
2024-03-26,POWR,217709973.43612465,POWR
2024-03-27,POWR,208504477.73058024,POWR
2024-03-28,POWR,210856993.2997749,POWR
2024-03-29,POWR,209578452.22956043,POWR
2024-03-30,POWR,208760185.9446232,POWR
2024-03-31,POWR,210550143.44292343,POWR
2024-04-01,POWR,197151033.0270755,POWR
2024-04-02,POWR,181655115.2560758,POWR
2024-04-03,POWR,181808540.1845016,POWR
2024-04-04,POWR,187996678.9643397,POWR
2024-04-05,POWR,184877038.75301632,POWR
2024-04-06,POWR,190860610.9616201,POWR
2024-04-07,POWR,192446001.88868612,POWR
2024-04-08,POWR,198940990.5253758,POWR
2024-04-09,POWR,202981180.3072536,POWR
2024-04-10,POWR,198940990.5253758,POWR
2024-04-11,POWR,208760185.9446232,POWR
2024-04-12,POWR,173779302.26355448,POWR
2024-04-13,POWR,146623089.93219858,POWR
2024-04-14,POWR,156340002.06582877,POWR
2024-04-15,POWR,149538163.57228762,POWR
2024-04-16,POWR,149793871.78633052,POWR
2024-04-17,POWR,142940891.6499808,POWR
2024-04-18,POWR,149793871.78633052,POWR
2024-04-19,POWR,150151863.2859906,POWR
2024-04-20,POWR,161045033.20421812,POWR
2024-04-21,POWR,157976534.6357033,POWR
2024-04-22,POWR,162119007.70319828,POWR
2024-04-23,POWR,162119007.70319828,POWR
2024-04-24,POWR,153782919.92539975,POWR
2024-04-25,POWR,153987486.49663407,POWR
2024-04-26,POWR,149691588.50071338,POWR
2024-04-27,POWR,158948225.84906635,POWR
2024-04-28,POWR,158948225.84906635,POWR
2024-04-29,POWR,154192053.06786838,POWR
2024-04-30,POWR,146060531.8613042,POWR
2024-05-01,POWR,145088840.64794117,POWR
2024-05-02,POWR,147032223.0746672,POWR
2024-05-03,POWR,151225837.78497076,POWR
2024-05-04,POWR,152657803.783611,POWR
2024-05-05,POWR,155879727.28055152,POWR
2024-05-06,POWR,164062390.1299243,POWR
2024-05-07,POWR,171171078.4803169,POWR
2024-05-08,POWR,159971058.70523793,POWR
2024-05-09,POWR,161403024.70387816,POWR
2024-05-10,POWR,152760087.06922817,POWR
2024-05-11,POWR,152862370.35484532,POWR
2024-05-12,POWR,163346407.1306042,POWR
2024-05-13,POWR,160073341.99085507,POWR
2024-05-14,POWR,152453237.21237665,POWR
2024-05-15,POWR,159664208.84838644,POWR
2024-05-16,POWR,159255075.7059178,POWR
2024-05-17,POWR,162937273.98813555,POWR
2024-05-18,POWR,161761016.20353824,POWR
2024-05-19,POWR,155266027.56684855,POWR
2024-05-20,POWR,166312622.41350183,POWR
2024-05-21,POWR,163397548.77341276,POWR
2024-05-22,POWR,159766492.1340036,POWR
2024-05-23,POWR,156237718.7802116,POWR
2024-05-24,POWR,158743659.277832,POWR
2024-05-25,POWR,160277908.5620894,POWR
2024-05-26,POWR,157311693.27919176,POWR
2024-05-27,POWR,160226766.91928083,POWR
2024-05-28,POWR,160584758.41894087,POWR
2024-05-29,POWR,157874251.35008612,POWR
2024-05-30,POWR,158078817.92132047,POWR
2024-05-31,POWR,153476070.06854826,POWR
2024-06-01,POWR,153885203.21101692,POWR
2024-06-02,POWR,151737254.21305656,POWR
2024-06-03,POWR,150254146.57160774,POWR
2024-06-04,POWR,151583829.2846308,POWR
2024-06-05,POWR,154856894.42437994,POWR
2024-06-06,POWR,154652327.8531456,POWR
2024-06-07,POWR,142838608.36436364,POWR
2024-06-08,POWR,137161886.01261127,POWR
2024-06-09,POWR,140741801.00921187,POWR
2024-06-10,POWR,136548186.29890832,POWR
2024-06-11,POWR,129541781.2341329,POWR
2024-06-12,POWR,133223979.51635064,POWR
2024-06-13,POWR,127138124.02212964,POWR
2024-06-14,POWR,123660492.31114618,POWR
2024-06-15,POWR,124683325.1673178,POWR
2024-06-16,POWR,124939033.38136068,POWR
2024-06-17,POWR,112000197.75078996,POWR
2024-06-18,POWR,105812058.9709518,POWR
2024-06-19,POWR,106988316.75554916,POWR
2024-06-20,POWR,108113432.89733791,POWR
2024-06-21,POWR,106425758.68465476,POWR
2024-06-22,POWR,109187407.39631808,POWR
2024-06-23,POWR,104533517.90073732,POWR
2024-06-24,POWR,106732608.54150625,POWR
2024-06-25,POWR,111386498.037087,POWR
2024-06-26,POWR,108982840.82508376,POWR
2024-06-27,POWR,112204764.3220243,POWR
2024-06-28,POWR,108727132.61104088,POWR
2024-06-29,POWR,106221192.11342044,POWR
2024-06-30,POWR,111130789.82304412,POWR
2024-07-01,POWR,107704299.75486928,POWR
2024-07-02,POWR,107448591.54082637,POWR
2024-07-03,POWR,104328951.32950298,POWR
2024-07-04,POWR,89958149.70029204,POWR
2024-07-05,POWR,86991934.4173944,POWR
2024-07-06,POWR,94560897.55306424,POWR
2024-07-07,POWR,89753583.12905772,POWR
2024-07-08,POWR,93384639.7684669,POWR
2024-07-09,POWR,96708846.5510246,POWR
2024-07-10,POWR,100391044.83324234,POWR
2024-07-11,POWR,96708846.5510246,POWR
2024-07-12,POWR,99368211.97707076,POWR
2024-07-13,POWR,100646753.04728524,POWR
2024-07-14,POWR,102436710.54558554,POWR
2024-07-15,POWR,107346308.2552092,POWR
2024-07-16,POWR,107602016.46925212,POWR
2024-07-17,POWR,106783750.18431485,POWR
2024-07-18,POWR,117472353.53130804,POWR
2024-07-19,POWR,117063220.38883938,POWR
2024-07-20,POWR,115733537.67581633,POWR
2024-07-21,POWR,118802036.2443311,POWR
2024-07-22,POWR,113585588.67785595,POWR
2024-07-23,POWR,109494257.25316957,POWR
2024-07-24,POWR,109136265.7535095,POWR
2024-07-25,POWR,106681466.89869767,POWR
2024-07-26,POWR,112818464.03572723,POWR
2024-07-27,POWR,112562755.82168436,POWR
2024-07-28,POWR,114608421.53402756,POWR
2024-07-29,POWR,120285143.88577992,POWR
2024-07-30,POWR,113841296.89189886,POWR
2024-07-31,POWR,110568231.75214976,POWR
2024-08-01,POWR,110670515.0377669,POWR
2024-08-02,POWR,106067767.18499473,POWR
2024-08-03,POWR,100544469.76166809,POWR
2024-08-04,POWR,92003815.41263524,POWR
2024-08-05,POWR,84025719.13449678,POWR
2024-08-06,POWR,89446733.27220625,POWR
2024-08-07,POWR,89549016.5578234,POWR
2024-08-08,POWR,99265928.69145358,POWR
2024-08-09,POWR,101669585.90345684,POWR
2024-08-10,POWR,103101551.90209708,POWR
2024-08-11,POWR,97220262.97911038,POWR
2024-08-12,POWR,102027577.4031169,POWR
2024-08-13,POWR,102590135.47401129,POWR
2024-08-14,POWR,99112503.76302785,POWR
2024-08-15,POWR,95992863.55170448,POWR
2024-08-16,POWR,95021172.33834144,POWR
2024-08-17,POWR,96504279.97979029,POWR
2024-08-18,POWR,95890580.26608732,POWR
2024-08-19,POWR,99061362.12021926,POWR
2024-08-20,POWR,99572778.54830506,POWR
2024-08-21,POWR,103254976.8305228,POWR
2024-08-22,POWR,107857724.683295,POWR
2024-08-23,POWR,112511614.17887576,POWR
2024-08-24,POWR,112562755.82168436,POWR
2024-08-25,POWR,108829415.89665802,POWR
2024-08-26,POWR,103459543.40175714,POWR
2024-08-27,POWR,98140812.5496648,POWR
2024-08-28,POWR,96708846.5510246,POWR
2024-08-29,POWR,96964554.76506747,POWR
2024-08-30,POWR,97322546.26472756,POWR
2024-08-31,POWR,95481447.12361868,POWR
2024-09-01,POWR,91799248.8414009,POWR
2024-09-02,POWR,96248571.76574735,POWR
2024-09-03,POWR,92310665.26948673,POWR
2024-09-04,POWR,94356330.98182993,POWR
2024-09-05,POWR,90622991.05680358,POWR
2024-09-06,POWR,89242166.70097192,POWR
2024-09-07,POWR,89497874.91501482,POWR
2024-09-08,POWR,92054957.0554438,POWR
2024-09-09,POWR,96964554.76506747,POWR
2024-09-10,POWR,98703370.6205592,POWR
2024-09-11,POWR,98447662.4065163,POWR
2024-09-12,POWR,100084194.97639088,POWR
2024-09-13,POWR,100800177.97571096,POWR
2024-09-14,POWR,98601087.33494204,POWR
2024-09-15,POWR,96146288.4801302,POWR
2024-09-16,POWR,96197430.12293878,POWR
2024-09-17,POWR,98652228.9777506,POWR
2024-09-18,POWR,100033053.33358228,POWR
2024-09-19,POWR,103561826.6873743,POWR
2024-09-20,POWR,109749965.46721248,POWR
2024-09-21,POWR,120591993.7426314,POWR
2024-09-22,POWR,111846772.82236424,POWR
2024-09-23,POWR,113585588.67785595,POWR
2024-09-24,POWR,116347237.38951927,POWR
2024-09-25,POWR,112818464.03572723,POWR
2024-09-26,POWR,118290619.8162453,POWR
2024-09-27,POWR,118086053.245011,POWR
2024-09-28,POWR,115528971.10458198,POWR
2024-09-29,POWR,120234002.24297136,POWR
2024-09-30,POWR,110772798.32338405,POWR
2024-10-01,POWR,106988316.75554916,POWR
2024-10-02,POWR,103050410.2592885,POWR
2024-10-03,POWR,101004744.5469453,POWR
2024-10-04,POWR,106834891.8271234,POWR
2024-10-05,POWR,107346308.2552092,POWR
2024-10-06,POWR,111795631.17955564,POWR
2024-10-07,POWR,108573707.68261512,POWR
2024-10-08,POWR,109852248.7528296,POWR
2024-10-09,POWR,113125313.89257874,POWR
2024-10-10,POWR,108266857.82576364,POWR
2024-10-11,POWR,115426687.81896484,POWR
2024-10-12,POWR,115528971.10458198,POWR
2024-10-13,POWR,111949056.1079814,POWR
2024-10-14,POWR,116551803.9607536,POWR
2024-10-15,POWR,114864129.74807043,POWR
2024-10-16,POWR,114557279.89121898,POWR
2024-10-17,POWR,111591064.60832134,POWR
2024-10-18,POWR,114864129.74807043,POWR
2024-10-19,POWR,120438568.81420565,POWR
2024-10-20,POWR,120591993.7426314,POWR
2024-10-21,POWR,115477829.4617734,POWR
2024-10-22,POWR,115273262.89053908,POWR
2024-10-23,POWR,110926223.2518098,POWR
2024-10-24,POWR,111642206.25112993,POWR
2024-10-25,POWR,105351784.18567458,POWR
2024-10-26,POWR,105607492.39971748,POWR
2024-10-27,POWR,107960007.96891215,POWR
2024-10-28,POWR,108369141.1113808,POWR
2024-10-29,POWR,111079648.18023552,POWR
2024-10-30,POWR,110056815.32406394,POWR
2024-10-31,POWR,105249500.90005744,POWR
2024-11-01,POWR,103408401.75894856,POWR
2024-11-02,POWR,101260452.7609882,POWR
2024-11-03,POWR,97527112.83596186,POWR
2024-11-04,POWR,94151764.4105956,POWR
2024-11-05,POWR,97527112.83596186,POWR
2024-11-06,POWR,106681466.89869767,POWR
2024-11-07,POWR,111539922.96551277,POWR
2024-11-08,POWR,110568231.75214976,POWR
2024-11-09,POWR,111795631.17955564,POWR
2024-11-10,POWR,116756370.5319879,POWR
2024-11-11,POWR,128007531.94987547,POWR
2024-11-12,POWR,124223050.38204058,POWR
2024-11-13,POWR,122228526.31250596,POWR
2024-11-14,POWR,113176455.5353873,POWR
2024-11-15,POWR,121052268.5279086,POWR
2024-11-16,POWR,130053197.66221868,POWR
2024-11-17,POWR,121154551.81352578,POWR
2024-11-18,POWR,132098863.37456186,POWR
2024-11-19,POWR,134758228.80060804,POWR
2024-11-20,POWR,127496115.52178968,POWR
2024-11-21,POWR,131229455.446816,POWR
2024-11-22,POWR,137673302.44069707,POWR
2024-11-23,POWR,142071483.72223496,POWR
2024-11-24,POWR,149077888.7870104,POWR
2024-11-25,POWR,151276979.42777935,POWR
2024-11-26,POWR,161403024.70387816,POWR
2024-11-27,POWR,170097103.98133674,POWR
2024-11-28,POWR,163397548.77341276,POWR
2024-11-29,POWR,168460571.4114622,POWR
2024-11-30,POWR,169125412.76797372,POWR
2024-12-01,POWR,168511713.05427077,POWR
2024-12-02,POWR,169432262.62482518,POWR
2024-12-03,POWR,177666067.11700657,POWR
2024-12-04,POWR,180734565.68552136,POWR
2024-12-05,POWR,172245052.9792971,POWR
2024-12-06,POWR,179916299.40058407,POWR
2024-12-07,POWR,186922704.4653595,POWR
2024-12-08,POWR,184109914.1108876,POWR
2024-12-09,POWR,149640446.8579048,POWR
2024-12-10,POWR,143043174.935598,POWR
2024-12-11,POWR,152862370.35484532,POWR
2024-12-12,POWR,156749135.20829737,POWR
2024-12-13,POWR,155624019.06650865,POWR
2024-12-14,POWR,149180172.07262757,POWR
2024-12-15,POWR,154038628.13944265,POWR
2024-12-16,POWR,148259622.5020731,POWR
2024-12-17,POWR,138951843.51091158,POWR
2024-12-18,POWR,125757299.66629796,POWR
